Gene,41_1Ti9,E101,E1167,HS,H120,TA054,TA249,TA280,TA447,M114,E1114,MG1655,ROAR8,JJ1886,UTI89,S88
ygiN,8.062118675,7.219326613,6.270745003,6.598928887,6.568385029,6.908897684,7.431495009,7.269193142,7.691458979,7.13915624,6.914005095,7.616848442,8.307281517,8.628151567,8.804423971,9.30897125
ygiV,4.262426532,6.467562139,4.166781399,5.025268818,6.199468477,6.616339406,4.38529837,5.039824165,5.795126558,4.442629401,7.493545087,5.848147605,4.56871113,3.854711469,5.729851676,5.845640004
ygiW,8.939119074,9.899673571,6.943593394,8.520667051,9.715010583,8.405048761,8.702633561,9.147769374,9.294660716,8.847932653,10.55302206,9.5857343,7.378125935,6.032603675,9.335927447,9.370068982
ygjH,1.722419418,2.284678775,2.727495093,2.33335825,2.834399481,2.757497593,2.992361968,2.496793514,2.822828093,1.466574646,0,3.100356631,3.134827528,1.611717694,2.158503017,2.061754063
ygjI,1.649064785,2.549937243,2.127985712,2.858784533,1.90159916,2.448979725,1.884737009,2.255411476,2.286916885,1.399554817,1.427863172,2.748008849,2.264924894,1.282395881,1.95944974,1.869552957
ygjJ,1.653187864,1.752077033,0.966309987,1.831889776,1.268501372,1.628748735,1.319390867,0.875570676,0.759324246,1.168274713,0.852416337,0.372347408,0.909724436,0.400160093,0.896668172,0.946100301
ygjK,1.713413684,2.360134456,1.717581235,1.630953909,1.610358601,1.963737076,1.43434188,1.536306469,1.81696759,1.484122898,2.032814789,1.880358343,1.249466484,1.199269092,1.659125644,1.617184693
ygjP,5.829574229,5.475639491,5.344999805,5.76663279,5.278610341,5.583617091,6.11500415,5.07961143,5.694417556,6.099833116,5.074965548,5.700081265,5.823821453,6.045221043,6.228482447,5.772484075
ygjQ,2.81842771,3.867669802,3.959927741,3.522210282,3.607147472,2.838553103,2.500946674,1.553392194,2.667361523,1.891938586,4.085441203,1.784476756,1.89372739,3.218759144,3.114021294,3.056173737
ygjR,5.808209271,7.012028708,5.515166099,5.145223965,5.994183707,6.299459693,6.791992889,6.735018055,6.236749114,6.217857953,6.083493629,8.523702388,6.852548287,7.153833583,7.573891579,7.913559122
ygjV,3.087736358,3.642491422,3.597400641,3.09378614,2.918683888,3.360316947,2.999201171,3.494796993,3.690301977,3.249676782,3.63936915,2.728429233,2.967052794,3.548378331,3.226511926,3.212278981
yhaH,6.428226165,7.482886583,5.918245303,6.219373609,6.601279648,7.363592213,6.398324974,7.352567755,6.798728184,7.199774325,7.571836322,7.570095161,6.45532835,6.95436512,7.534997124,8.083753425
yhaJ,5.775835811,5.940842424,5.768886057,5.932027434,5.647532592,5.85907704,5.59295242,6.163691824,6.129626005,5.19950305,6.170840039,5.691684427,5.700104583,5.646567213,5.223912044,5.427727105
yhaK,3.342411083,3.061417954,2.663273018,1.521864579,2.720163959,3.051192118,3.121199102,3.907712088,3.432780304,3.004682935,2.306548729,3.424481251,4.182626566,3.653192972,4.349959177,4.471829672
yhaL,5.636242708,4.940119015,3.668919813,4.367244383,4.97411092,5.169929644,5.505776367,5.282709031,5.783189899,5.146166198,4.778484177,4.4610212,5.677806445,4.298190937,5.017321752,6.078748526
yhbE,5.512633799,5.677905616,6.459182115,6.146075636,6.09122845,6.585783738,5.258908143,5.431597596,6.230954456,5.361330179,5.34516971,4.771337676,5.042365491,5.879236202,5.068295974,5.494950516
yhbO,3.066652501,4.241891775,3.227335917,2.129416957,3.796951855,5.028178478,4.118428566,3.706840009,3.772538936,2.961538276,4.846052089,4.114626958,2.974694306,0,3.620098401,3.931653125
yhbP,3.800837827,3.901224282,3.167400879,3.152370408,3.798695882,3.562631657,3.557004362,3.442164281,3.338170585,3.689817317,3.752855397,3.251468537,4.028935469,4.08428014,4.74457361,4.392461441
yhbQ,5.244422948,3.537581941,3.743639531,3.509135885,3.416041819,5.061823596,4.317419323,4.859457572,5.158679071,4.416286907,3.797412473,4.913728574,5.000429896,5.062705143,4.575627506,4.782333801
yhbS,5.936078505,6.067783214,5.676819454,5.529391236,5.68051741,5.596287512,6.768602679,6.209849589,6.36972857,6.887948474,5.933636344,6.427910635,6.599429455,6.831830435,7.406539851,7.959718917
yhbT,7.45921123,7.347577731,7.145401112,6.993337119,7.080565099,7.286604137,8.464835565,7.711965071,7.417293124,7.398862606,7.277131438,7.709498412,8.190228684,8.151060259,8.541282713,8.731691564
yhbU,6.728761028,5.833626445,5.601831579,5.894392668,6.080437344,5.289185634,7.033405894,6.013204268,6.055934875,6.497820271,5.056156319,1.180479707,6.705703944,7.63868027,7.98317303,7.833907951
yhbV,3.957913013,4.074200341,4.217120879,4.171040215,4.264904139,4.025091481,5.056462703,3.545866875,4.290430148,4.53466324,2.738542046,0.401917435,5.032657767,5.984503499,5.706926333,5.726207533
yhbW,5.344208378,5.491100332,4.815964786,4.362726108,5.603192102,5.670058514,5.189409956,4.193349021,4.81924276,4.841727851,6.168297317,5.349829834,4.199150297,5.154381657,4.496860845,4.478801835
yhbY,7.923688026,8.991321132,9.649968656,9.660649272,9.189053269,9.759658869,8.218396917,8.105469897,9.929619422,8.140595996,9.392694053,7.936458821,8.352505446,8.418634163,8.123219795,8.103407887
yhcB,9.352365085,9.248233009,8.898847039,9.091250715,9.020097498,8.94998502,9.392578687,9.396911884,9.300097798,9.01633633,9.466764289,9.596184129,9.434689684,9.320499445,9.631889585,9.833857396
yhcC,3.983968017,3.410308988,3.323343071,3.620840507,3.509139534,3.530630946,3.885465449,3.475493243,3.713422433,3.836744512,3.176264276,0.934279049,3.330265549,3.781214385,4.465245085,4.818254963
yhcH,4.01245571,4.667017744,4.399089925,4.65009315,4.610111555,4.745134719,3.995299699,3.795352046,4.083586933,2.408619904,5.62169442,5.038940087,4.504408789,5.85355654,6.464873511,6.678388162
yhcN,6.08027496,5.531072626,5.353904658,5.43639019,6.516773271,5.505164815,6.093490021,5.968008415,6.190533198,5.278663414,5.878945205,5.337014366,6.751935469,7.3264644,7.119899409,7.274097176
yhdE,6.279529635,6.047218846,6.24433827,5.975042086,5.736827778,6.727925185,6.439828303,5.764850734,5.961325123,5.09486783,6.902207981,5.835360094,5.251358317,5.824787507,5.841082299,5.839064459
yhdH,6.243142875,6.381715711,6.130979018,5.433751837,6.343237142,5.964536843,6.573822272,5.792446973,6.680610882,5.930312749,6.380066054,6.372131344,6.388553677,6.750371726,7.521348071,7.743148735
yhdJ,2.044098865,2.344819268,2.824339738,2.716664995,2.553684956,2.943411832,1.848314329,2.573202731,2.881043839,2.462475641,1.902710117,1.375970063,2.814604839,2.283435654,1.973009628,2.790998149
yhdN,4.958608229,4.033588715,4.229634035,4.593603104,3.236273733,3.949030317,3.868330799,4.54553796,4.651117724,5.170521774,4.118181786,4.156741199,5.247593961,4.548936896,6.111823581,6.278963727
yhdP,4.95482684,5.403368428,5.259503278,5.510763152,5.059819428,5.515126033,4.999364614,5.068257622,5.510918447,5.050134994,5.76672133,5.753122917,5.275456545,5.226412428,5.625891032,5.733909913
yhdT,4.103385439,3.277816581,4.702845081,4.412686944,3.678905437,4.46316549,2.924432517,2.704543825,4.200918349,3.95430036,3.809171587,0,3.128534247,4.044159426,3.58089554,3.486765255
yhdU,3.350776842,5.145200453,4.490886996,4.949269116,4.151244382,4.900871423,3.015080469,6.264827804,4.433477158,3.142247176,5.742092193,4.706051555,3.445081653,3.092165754,3.492489071,3.672115609
yhdV,1.518668877,2.497501808,1.293773626,3.473123025,1.238543847,3.531578027,1.284489618,2.329705169,2.693304579,1.324522015,5.061092632,2.267859643,1.877068163,3.73735468,3.636090362,1.693876626
yheO,8.409271441,8.475496148,8.044338947,8.663129056,7.911500492,8.54388693,8.356981231,8.128214126,8.350388356,8.441364227,9.165705991,8.17664311,8.211734546,8.343775549,8.535463897,8.307719178
yheS,6.684189945,7.201857436,7.012737293,7.406694916,6.95973107,6.958907397,5.964817426,6.808677964,7.124838598,6.829998013,7.383896162,6.234766871,6.241017448,6.169341912,6.165189377,5.98127459
yheT,5.644902921,5.596856454,5.874064123,5.297046738,5.307178108,5.528616318,5.521030793,5.150517616,5.205446333,5.654252774,5.360560869,5.112775701,5.387356515,5.251222202,5.011609674,5.081713583
yheU,6.407543443,6.298786119,6.356432778,6.209319987,5.957442781,6.22565786,6.511082924,6.69205292,5.741667219,6.152893087,6.341626905,6.66643361,6.456185209,6.156757595,6.689276882,6.864920266
yheV,5.289563962,5.904306921,5.52023051,5.580337139,5.528396973,5.639331888,5.557904022,5.479001668,5.774260531,4.691303555,6.127734675,5.56567442,5.299518946,4.820267073,5.973522605,6.057376822
yhfA,6.825561018,6.695539267,5.972647355,6.153001962,6.224893731,6.435559237,7.121566899,6.550147869,6.522247062,6.411395886,6.751228046,7.407435961,6.401307778,6.78882449,7.006940725,7.576774208
yhfG,3.595941445,4.331994822,3.644985456,4.361188569,4.495657508,5.140150712,3.349673798,4.388574645,4.151353423,4.033718857,5.095406721,4.011498789,3.411798247,3.180378682,4.433058447,5.300064394
yhfK,6.428897787,6.962479584,7.092496333,7.261848895,6.882362913,5.550145674,6.581024373,6.634735213,7.028688092,6.469441839,7.19886185,6.74529806,6.523592224,6.622432436,6.765660722,6.68452406
yhfL,4.70448164,5.763376776,4.190984752,3.843269212,4.482086494,4.975330484,4.681883105,2.486155346,4.660364437,2.315037465,4.406075846,3.088932263,0,3.180378682,4.920519517,4.467910492
yhgE,3.815863397,4.604322622,4.580810592,4.439089425,4.670491616,4.836014908,4.324419484,4.621124394,4.702816122,3.565945455,4.989871522,4.666299118,4.365289331,3.958968576,4.518282198,4.768821881
yhgF,7.623871655,7.97016483,7.355813861,7.571211501,7.627926744,7.740354047,6.941479294,7.830137502,7.974345971,7.598359411,7.856606892,7.537087595,7.394721717,7.521961812,7.235065243,7.073413578
yhgH,5.929173859,6.344364487,6.690911634,7.064584936,6.436415938,6.328482815,5.736072658,6.276095964,6.193186489,5.501297691,6.961221576,6.406140795,5.594812352,5.672989346,6.698870459,6.810042356
yhgN,4.672275369,5.27506148,5.264301143,5.829420829,5.048192843,5.208374501,4.311264203,4.733477193,5.411175495,4.532477595,5.298728899,3.790345491,4.898896863,4.841199767,4.856391848,4.99864941
yhhA,6.678546485,5.668171541,4.726889486,4.778058327,5.135744746,5.019198193,5.023384095,4.945270325,5.510330203,5.414648892,5.979918716,6.591121024,5.994086935,4.492357467,6.465590043,6.577717165
yhhL,6.534699144,7.00675001,7.03927627,6.640655711,7.005847871,7.059402468,6.439828303,6.688581812,6.496658294,6.743167644,7.055080105,5.284410601,6.686483749,5.90836597,6.958494375,6.810024309
yhhM,5.970270209,6.660583869,5.83071607,5.847237743,5.803082378,5.214355531,6.208292758,6.405507064,6.252065505,7.00248836,5.976144304,5.902827253,5.991948505,6.467432634,6.448123616,6.607156236
yhhN,6.848675658,6.625981031,7.068974185,6.309507827,7.115444485,7.191751674,7.565739504,7.258389199,6.543547675,6.999092097,7.523178701,7.059750376,6.95401249,6.494166775,7.318177129,7.540663543
yhhQ,4.953480431,6.395002617,6.251875346,6.230019912,6.097898062,6.320266576,4.62352339,5.23906724,6.375369381,5.494483084,5.803154922,4.78225528,4.839147072,4.449819651,5.004670507,4.635646089
yhhS,4.495353583,4.349046483,4.13225034,4.782666719,4.288307834,4.217048127,4.305924905,4.638123591,4.827819753,4.41118903,4.765829449,4.986386879,4.511939198,4.815251741,4.441360974,4.711775174
yhhT,3.444903541,4.53261844,4.071234552,4.033353849,4.477156126,5.706616069,3.83183863,4.066211905,4.135078305,3.957871785,5.601680466,4.801897658,4.309076925,2.303759135,4.479985063,4.622331375
yhhW,5.178402366,5.154737113,4.591989386,4.517610265,4.814509475,4.805117342,5.086509165,4.772513334,4.853262624,4.919954061,4.99947281,5.260304702,5.718385361,5.756254598,5.977139942,6.324439194
yhhX,7.224220415,6.649303572,6.336146384,6.376161222,6.696819571,6.437618499,7.47489691,6.712750753,6.402964495,7.029600637,6.878179154,7.170912533,6.772743829,6.233686437,7.070107652,7.361948557
yhhY,5.596100958,4.405778297,4.149967598,4.275025113,4.750322553,4.782147607,5.0419207,5.365302324,3.101931731,4.00114112,4.981742517,5.773629062,5.091748459,5.218548004,5.147524158,5.675916659
yhiD,3.894127758,5.251106757,3.531715581,2.899743304,3.60973169,4.172052901,2.235071257,4.456354086,4.418185468,4.201456555,3.746950036,3.64358361,4.341909889,1.978389228,3.106198111,4.834541721
yhiI,6.923825334,5.971594103,6.13151317,6.501457505,6.179935816,6.378360467,6.5310215,6.2541602,6.800230734,6.219018216,7.645638353,7.793110629,6.769243281,6.782803476,6.904096937,7.207728811
yhiN,5.589281121,5.405224543,5.66754903,5.670956279,5.641700552,5.396307172,5.491478525,5.748543876,5.820114296,5.693807026,6.012770966,5.071616918,5.52540726,5.444270496,6.059699031,6.283288721
yhjC,6.434082338,4.561757501,4.533174828,4.785756022,4.948599129,4.975740759,5.921053184,5.40492464,4.412060413,4.832469939,5.18644099,4.864349529,5.115460763,4.743597163,5.298706249,5.541130184
