Gene,41_1Ti9,E101,E1167,HS,H120,TA054,TA249,TA280,TA447,M114,E1114,MG1655,ROAR8,JJ1886,UTI89,S88
yebY,6.52497453,7.183015326,7.693484075,7.420527632,7.331803622,7.531830784,7.229227333,7.743429514,7.440748756,7.139089498,8.093904157,6.657203841,6.819233076,7.257112755,7.342036951,7.547676365
yebZ,6.033614711,6.58690191,7.032798071,6.808902024,6.559951038,6.813551743,6.751211863,6.685007286,6.698028329,6.412927868,6.840768619,7.10869916,6.106694031,6.643095354,6.854339148,6.689485058
yecD,5.769095918,5.748598428,5.157147495,5.699866663,4.920208142,5.880361891,5.601541101,5.98368335,5.568312508,4.472895251,6.305712315,6.195852156,5.019177145,6.007391095,5.730332571,5.126664729
yecF,7.807043586,8.453741268,8.386865695,8.387250717,8.461341564,8.146361289,7.751750653,7.864401745,8.832828545,8.117286371,8.484311189,6.56846283,7.806582579,8.063300575,7.830576203,7.604330046
yecH,3.605121794,3.736674938,2.947487207,2.694765869,3.467417554,2.186934964,4.556168228,3.414939207,4.288873663,2.715156721,3.230741344,2.645255114,2.235473876,4.046664953,5.23584194,5.144076735
yecJ,8.298339757,7.733737172,8.278381691,8.397845354,8.123484396,8.095001867,8.41440894,8.093170918,8.721054598,7.788000887,8.366284654,5.674057941,7.614243302,8.630110793,8.614600769,8.923060997
yecM,4.64963936,5.667462786,5.746836339,4.449903901,5.750164475,5.503670995,4.016151637,4.675162108,5.548282697,4.176548537,4.553299291,4.082136603,4.694664106,4.112897879,3.968085532,4.427009001
yecN,5.420454374,5.82055179,5.768943125,5.790597053,5.592650992,5.643667085,6.117395904,5.694060959,6.075020119,5.410270835,6.455521978,5.721964288,5.528337216,5.4383416,6.66133533,5.568490795
yecR,4.190442246,2.716371519,4.634557043,4.163872958,1.684319217,5.864155249,5.245913235,4.691161573,1.292333987,2.357113248,2.456585792,2.29083139,4.599102301,7.394749177,3.645532272,0
yedA,2.20064997,1.997321291,2.47882933,1.780053808,1.946992027,2.370516357,1.813800209,2.213591031,1.676570742,1.604130986,2.30688122,1.787808111,2.70436163,1.31432601,1.84961128,2.081591039
yedD,7.448323393,7.148884246,7.11251927,6.841988535,7.366663158,7.309497575,7.519566833,7.227339524,6.974536621,7.263113546,7.505439579,7.302372418,7.240878177,6.357643044,6.549798454,6.681834789
yedF,8.219101427,8.420280875,9.290633551,8.352137452,9.118024351,8.536027766,8.66287542,9.150625723,8.516521114,8.224501285,8.298731559,9.482651764,9.920106858,7.270999442,8.184493352,8.218620776
yedI,3.08890066,4.246469592,4.145037023,4.018369982,4.265437706,4.35816433,3.639175752,3.677267821,3.920538717,3.387695697,4.846402106,4.006576668,3.296226233,2.624359554,3.4802496,3.676351326
yedJ,4.511345155,7.976544213,4.950934958,0.449969768,4.907594248,5.063003022,5.070543547,4.667050019,6.008278628,4.825447173,5.866079969,4.492099007,5.259966429,4.285025728,5.429709707,5.138422482
yedX,3.459713423,4.028354709,4.416365877,4.014692627,4.806081796,3.994077969,3.656177394,4.050076811,3.77670184,5.137046482,5.391713168,3.803219504,3.37728954,3.73047816,3.755862017,3.728792728
yeeA,4.612419208,5.547283071,4.987396752,5.124103484,4.342225366,5.442259824,4.611443649,4.718403988,5.304878849,4.67908858,6.332066367,5.250406548,4.563155735,4.445723658,4.667232586,5.061898374
yeeO,2.188231677,3.227489889,1.994194446,2.618063853,1.051160751,3.611355883,2.473832759,2.155628635,2.886777505,2.74393349,2.519548164,2.596015379,2.613906266,3.366348077,4.145744895,3.444984969
yeeX,10.02756228,9.699277192,9.441604091,9.276391285,9.35911939,9.773352263,10.81154199,9.615164669,9.726927621,10.1649138,10.21460801,10.71345622,10.49606051,10.81169238,10.776925,10.66081464
yeeY,4.115068971,3.539363342,3.829472781,2.896726244,3.466858595,3.470983802,4.838525403,4.345255124,3.477852779,3.523366668,4.212455375,4.95377486,5.13909461,3.546719852,4.221350626,4.483650689
yeeZ,7.328747284,6.686165098,6.895092266,7.038347129,6.814887292,6.972697391,7.931019599,7.876918381,6.940730842,7.25184003,7.735722615,8.078228377,7.424979003,7.702902645,7.696273502,8.006929998
yegD,4.954224464,4.894661299,5.349722657,5.262536137,5.317521732,5.026156917,4.574861595,5.187238663,5.975108248,5.301147254,5.471151571,3.836513592,5.415045944,5.209961844,4.031071642,4.281058694
yegH,5.172078335,5.561993236,5.322573113,5.570481357,5.503932939,5.859703474,5.37327848,5.546156093,5.919316136,5.10274803,5.833206173,4.938516473,5.135809402,5.727026324,5.500890734,5.48495185
yegP,7.644562112,6.246110066,4.655051231,4.40591452,5.03227978,5.947161151,5.33210882,5.165947807,4.17083401,7.356913847,6.584866169,6.304103129,7.24708125,2.44202474,7.790140377,8.036803984
yegQ,7.054834935,7.374385476,7.811859349,6.950392881,7.070837527,6.874137515,6.827283276,6.985020462,7.444717302,6.742482694,7.034596283,5.65379612,6.579845349,6.96128785,6.295862186,6.499576395
yegR,3.040039673,3.804953521,3.187058852,3.91730882,3.486011645,3.316646542,2.593853814,1.930290774,2.850204821,3.531432971,4.665036486,4.512076496,3.483952411,1.656790781,0.878124762,1.870984482
yegS,3.428007377,5.094914756,4.238579513,3.853241001,5.211481192,5.326564437,2.001237325,3.535646672,4.415983443,3.482548511,6.202732119,4.550030732,2.777276129,1.400862598,3.927158861,3.799293465
yegU,3.952243195,3.762304177,3.57322961,4.151983152,3.668218328,3.588727855,3.774826381,3.355176525,3.664532852,3.886389887,4.228105218,4.369393515,3.20793102,3.336385808,2.893067548,3.235106599
yegV,3.830912558,3.457608622,2.939666838,3.655916535,3.532307108,3.227986369,3.291961954,2.9027025,3.761929406,3.093766211,3.827229419,3.941519208,3.065618891,3.064211481,2.942611644,3.318261457
yehC,2.138762782,2.906037674,1.2552096,1.39070631,2.29173355,0.396000725,1.948754636,1.71860746,1.764596509,0,0.512006213,0,1.545957229,2.811923679,2.982771922,0.701789177
yehD,4.374764497,3.789141319,2.732046365,3.180393344,4.183717845,2.609823412,4.218185215,3.824896903,3.691836807,1.846089206,2.832540516,0,4.878864711,5.063504804,5.470627585,1.354817799
yehE,4.590037158,5.616290751,5.28676216,4.967371333,5.778973251,6.633499879,4.334199472,4.047767555,5.025441869,4.377454874,6.582517031,5.223319136,3.235418028,2.821716728,3.06418173,3.614401188
yehM,4.19370334,2.754485913,3.171093575,0.819875185,2.845436183,2.65971831,3.334583499,3.701788172,3.563834974,0.961438448,1.877179289,0.993378781,1.435758261,1.352898109,1.2656587,0.725774448
yehP,3.640635001,2.636270076,1.878191752,0.47962792,1.763298194,1.600112245,3.240733429,2.811866672,1.803684675,1.290416268,0.889724477,0.636663722,0.650685669,1.14038396,0.75122024,0.522491492
yehQ,3.101770341,2.539447539,2.798898817,1.066502704,3.74706252,2.138954394,3.386270588,2.298966672,2.689648329,2.059754427,1.613293726,1.249452714,1.198706055,1.21799302,2.360294523,2.293967956
yehR,3.896523264,3.34351566,2.600797649,2.410364229,3.146987882,3.882647501,2.878986302,2.545390479,2.827432822,2.341132931,3.994469252,2.836621133,3.374343241,2.452687086,2.630207881,3.343935258
yehS,6.597374817,6.930928217,7.568704782,7.085638461,7.351799713,7.38869243,6.641197785,6.492480589,7.432020039,6.414029969,7.945111335,6.642794407,6.604436126,6.708277559,6.98123828,6.761056315
yehX,3.279561814,4.458029727,3.937916225,3.136746879,4.54064663,5.071937427,3.035575901,2.656314644,4.339718535,2.412404527,5.820916967,3.571233223,2.559038111,1.067827849,2.695091782,3.167289965
yehY,4.185515817,5.366794609,4.200272428,3.565901137,4.820429145,5.724253439,3.646971845,4.181052875,4.685642638,3.680945164,6.061963599,3.055855559,3.215561705,0.908880415,3.932387163,4.153740069
yeiB,3.669778321,4.092851133,4.262368486,4.320077804,4.0253376,4.49448986,3.385729195,3.464180364,4.337687271,3.25074666,5.09916224,3.239150772,3.317396779,3.794029905,3.258208294,3.511998863
yeiE,5.383863507,5.206971602,4.862306965,4.416747623,4.683511434,5.608743529,5.428707029,5.542636754,5.355925667,5.661280075,5.563718261,5.684125864,5.235389847,4.945007769,5.202297634,5.357819988
yeiG,5.602308113,5.589321462,5.08548941,5.311807715,5.342657955,5.177450974,5.822885157,5.45035362,5.58867464,5.502590709,6.471770586,6.684956402,5.308985625,5.829115728,6.135408584,6.300303647
yeiH,5.78727405,5.518610207,5.605042817,5.458336993,5.48759957,5.823638174,5.616294724,5.762084841,5.649366469,5.279961296,5.535681007,4.759553015,5.665001865,5.214638414,4.786055105,4.945068483
yeiL,3.261504981,4.22579249,3.233180083,2.152517346,4.178156088,3.611300145,3.717394543,2.224424759,3.634565416,4.308625794,4.265590047,3.305651148,3.094127525,4.242672256,3.680110739,3.784329311
yeiP,7.68766363,7.383247868,7.7206051,7.505916037,7.523141101,7.31747037,7.297664063,7.414387001,7.801385816,7.864137631,8.404113352,7.38866826,7.597262877,7.589043514,7.43752541,7.317234452
yeiQ,4.926157175,5.140893639,5.302825584,4.770164491,5.185414261,4.974674955,5.037847561,5.096458835,5.808728111,5.823925815,5.025043662,4.545787968,5.66982961,6.091606585,5.958465389,5.810857831
yeiR,5.060585889,5.575564633,5.969403021,6.0445267,6.152108525,5.792715272,4.278724464,5.148618852,5.684489337,4.757910874,7.274622595,4.845621171,5.269791657,5.237393146,5.078681179,5.486828416
yeiS,5.7616227,5.375560244,5.579296812,5.892258096,5.091265052,6.188949975,5.18577111,5.196177758,5.991117179,5.327145256,6.134827526,5.181847917,5.084811281,4.952128867,4.803189364,4.410343049
yejA,4.035946714,4.324915274,4.308995393,4.227704721,4.139707121,4.690320091,4.451975087,4.241760933,4.365968473,4.360371649,4.992648281,4.842699584,4.219472341,4.415731534,5.262226322,5.185500033
yejB,3.522469425,3.381484308,3.837364444,3.656391879,3.479432283,3.573313214,3.239191763,2.694053432,3.645904276,3.291927578,4.103877132,3.035639169,3.625790204,3.404651371,3.770099779,3.800960084
yejE,3.981159736,4.347381212,3.919800335,3.794487595,4.2746744,4.622955476,3.277943969,3.779134656,4.577896003,4.206219884,4.476670023,3.458506447,4.363081164,4.060280085,4.330243292,4.239937298
yejF,4.937374846,5.013744851,5.118140816,4.869536004,4.833853183,5.249754433,5.03906297,4.792206763,5.122927655,4.700295011,5.816188801,4.96313378,4.485167579,5.051828601,5.277325312,5.039746065
yejG,6.926306852,5.746647488,6.854748097,6.519878485,6.703991914,6.513989721,6.504023513,6.9997056,6.636883789,6.811637016,6.92444155,2.7505319,6.97400426,7.5114679,7.685795955,8.016981988
yejK,7.460510008,7.709165793,7.778089064,7.260085165,7.548111674,7.837920874,7.565906988,7.258792654,7.998914181,8.878783411,7.462484933,6.538865713,6.716857402,7.705362426,6.848063832,6.760268158
yejL,7.902288925,8.016319312,8.212636898,8.241158511,7.857245092,8.225429823,7.575088755,7.670338578,8.150181138,7.204480068,8.756080094,7.782826638,7.210091476,6.922970952,7.197004172,7.504965054
yejM,6.29582713,6.587928799,7.062635048,7.114060374,6.537912345,7.218207988,5.890665666,6.308299748,7.002561024,6.10894508,7.31355889,6.074422091,5.890010244,6.390734443,6.350160011,6.225505196
yfaE,7.6374447,7.952997209,5.250073282,5.599293801,5.359006204,7.527021712,7.775210657,7.507289512,7.560878992,7.860859981,5.245790517,5.36481476,5.535518901,5.624444166,5.924101389,6.405159762
yfaP,0,1.667391087,1.722819705,0.657283451,0.663612121,0.801775926,0.582057541,0.655616928,0.967020547,1.195077015,1.310584187,0.857381689,0.466649968,0.904534635,1.736727051,1.82967503
yfaQ,0.809734661,1.017839958,2.405172128,1.133848558,1.068718973,1.024112469,0.65956394,1.059103341,0.986166187,1.648750358,1.986541246,0.424697363,0.477907996,1.158216944,1.262074506,1.268836519
yfaY,4.898346594,5.30949713,5.276971946,5.653333545,5.504911482,5.264687081,5.147271698,5.326586784,5.224378411,5.03665914,6.001625714,5.329169192,4.817708975,5.489931541,5.413486375,5.622382947
yfbM,4.72627308,4.456996898,3.26518765,2.732981178,3.036187756,1.985916556,4.79786162,4.900552934,3.23033937,3.992074786,5.62933221,4.325538853,4.982867151,2.830537118,4.24654969,4.066363184
yfbR,5.148279396,6.04054124,5.310081528,4.898803198,5.221264436,5.613841211,5.670801831,5.045923105,6.110868709,5.082435478,5.560094113,4.86982202,5.458634114,5.528775133,5.762769424,5.838922975
yfbS,4.334457706,3.321206728,3.256310251,3.29378739,3.34069403,3.136353841,5.584334151,4.323461733,3.843607292,4.237028204,3.710710776,3.724148278,5.102160957,4.707832863,5.028718102,5.414275717
yfbU,9.059417134,8.970064167,8.845478764,8.425621503,8.759261573,8.624504581,9.400446294,9.145652914,9.088245795,9.428363289,9.447849505,9.389543619,9.272620981,9.308374628,9.472356684,9.571517902
yfbV,6.949599142,7.113117773,7.229995748,7.151616701,6.832293773,7.669822252,7.037955208,6.851634951,6.980407485,6.777138751,7.706037436,7.071208605,6.317206286,6.874906385,6.937248886,6.995396504
yfcA,5.680723936,5.949916356,5.85968603,5.987541498,5.46260863,5.820975691,5.123012343,5.077045177,5.780054544,5.4003472,6.685623375,4.985473398,4.768560643,4.180712379,4.625681631,5.060489976
yfcC,4.573997918,3.259326131,3.611647869,4.468575424,3.727342826,3.452405046,4.725256274,3.606744607,4.206442238,4.035965215,2.553576855,0.466617842,4.524542958,4.322667285,4.6020076,4.816427396
yfcD,7.848539815,7.894898177,8.153279131,7.922215665,7.896950189,8.031037615,7.608399019,7.7230744,8.071834061,7.937781706,8.370422876,6.895454561,7.817685782,7.472070958,7.298053228,7.646587228
yfcE,8.203387313,7.640778012,8.185024266,7.807010285,7.9400271,7.303140225,7.941605235,8.03614079,7.896809231,8.074950562,8.246405369,7.496232318,7.895209099,7.640073037,7.874378925,7.891334995
yfcF,4.59419279,5.529340702,4.583993591,4.916433207,5.039137217,5.336121941,4.375511838,5.127556167,4.439745863,4.425395153,6.933932134,5.216504263,3.913124085,4.370661615,5.457060407,5.380279014
yfcG,3.863909922,5.256133163,3.577900514,3.217847099,4.073550467,4.926465351,3.75641491,4.074623013,3.753656664,4.250965895,5.725812929,4.691526365,3.784504901,1.24315833,3.672479135,3.811780347
yfcH,6.605003049,7.028704916,6.696805903,6.715632335,6.444910844,6.65076736,6.63009501,6.054169525,6.890893555,6.686401259,7.575798843,7.557023096,6.628125316,7.191156663,7.409463746,7.324655145
yfcJ,4.414504498,3.760250462,4.50217537,4.956355993,4.052121648,4.257272397,3.229881041,3.703139778,4.330320958,3.922625461,4.611148263,2.122086724,3.408468356,3.44263608,2.828342291,2.999017468
